LEFT: 148023
LEFT: 148101
LEFT: 148115
LEFT: 148249
LEFT: 148265
LEFT: 148282
LEFT: 148298
LEFT: 148333
LEFT: 148352
LEFT: 148365
LEFT: 148381
LEFT: 148399
LEFT: 148415
LEFT: 148432
LEFT: 148448
LEFT: 148465
LEFT: 148482
LEFT: 148498
LEFT: 148514
LEFT: 148532
LEFT: 148548
LEFT: 148566
LEFT: 148582
LEFT: 148598
LEFT: 148615
LEFT: 148631
LEFT: 148648
LEFT: 148665
LEFT: 148767
LEFT: 148897
LEFT: 148981
LEFT: 149064
LEFT: 149081
LEFT: 149114
LEFT: 149131
LEFT: 149147
LEFT: 149164
LEFT: 149181
LEFT: 149219
LEFT: 149300
LEFT: 149363
LEFT: 149436
LEFT: 149448
LEFT: 149664
LEFT: 149831
LEFT: 149879
LEFT: 149897
LEFT: 149913
LEFT: 149929
LEFT: 149947
LEFT: 149963
LEFT: 149980
LEFT: 150154
LEFT: 150262
LEFT: 150280
LEFT: 150296
LEFT: 150312
LEFT: 150329
LEFT: 150346
LEFT: 150363
LEFT: 150379
LEFT: 150395
LEFT: 150413
LEFT: 150429
LEFT: 150446
LEFT: 150463
LEFT: 150479
LEFT: 150496
LEFT: 150513
LEFT: 150530
LEFT: 150546
LEFT: 150562
LEFT: 150579
LEFT: 150596
LEFT: 150612
LEFT: 150629
LEFT: 150645
LEFT: 150778
LEFT: 150796
LEFT: 151451
LEFT: 152628
LEFT: 152694
LEFT: 152710
LEFT: 152727
LEFT: 152743
LEFT: 152760
LEFT: 152777
LEFT: 152794
LEFT: 152810
LEFT: 152826
LEFT: 152844
LEFT: 152860
LEFT: 152877
LEFT: 152893
LEFT: 152910
LEFT: 152927
LEFT: 152943
LEFT: 153034
LEFT: 153043
LEFT: 153060
LEFT: 153076
LEFT: 153093
LEFT: 153110
LEFT: 153126
LEFT: 153194
LEFT: 153209
LEFT: 153226
LEFT: 153243
LEFT: 153260
LEFT: 153276
LEFT: 153293
LEFT: 153310
LEFT: 153326
LEFT: 153342
LEFT: 153360
LEFT: 153376
LEFT: 153393
LEFT: 153409
LEFT: 153426
LEFT: 153443
LEFT: 153460
LEFT: 153476
LEFT: 153493
LEFT: 153509
LEFT: 153526
LEFT: 153542
LEFT: 153560
LEFT: 153576
LEFT: 153592
LEFT: 153610
LEFT: 153626
LEFT: 153643
LEFT: 153659
LEFT: 153675
LEFT: 153693
LEFT: 153709
LEFT: 153725
LEFT: 153743
LEFT: 153759
LEFT: 153776
LEFT: 153792
LEFT: 153808
LEFT: 153826
LEFT: 153842
LEFT: 153859
LEFT: 153875
LEFT: 153892
LEFT: 153909
LEFT: 153925
LEFT: 153943
LEFT: 153959
LEFT: 153975
LEFT: 154243
LEFT: 154258
LEFT: 154275
LEFT: 154292
LEFT: 154308
LEFT: 154326
LEFT: 154342
LEFT: 154358
LEFT: 154375
LEFT: 154391
LEFT: 154408
LEFT: 154425
LEFT: 154441
LEFT: 154458
LEFT: 157081
LEFT: 157089
LEFT: 157106
LEFT: 157122
LEFT: 157156
LEFT: 157172
LEFT: 157190
LEFT: 157206
LEFT: 157223
LEFT: 157239
LEFT: 157256
LEFT: 157272
LEFT: 157289
LEFT: 157305
LEFT: 157322
LEFT: 157339
LEFT: 157356
LEFT: 157372
LEFT: 157388
LEFT: 157405
LEFT: 157422
LEFT: 157562
LEFT: 157572
LEFT: 157588
RIGHT: 185074
RIGHT: 185083
RIGHT: 185100
RIGHT: 185116
RIGHT: 185133
RIGHT: 185150
RIGHT: 185199
RIGHT: 185216
RIGHT: 185233
RIGHT: 185316
RIGHT: 185332
RIGHT: 185350
RIGHT: 185366
RIGHT: 185399
RIGHT: 185452
RIGHT: 185465
RIGHT: 185483
RIGHT: 185499
RIGHT: 185516
RIGHT: 185533
RIGHT: 185549
RIGHT: 185573
RIGHT: 185582
RIGHT: 185600
RIGHT: 185616
RIGHT: 185632
RIGHT: 185683
RIGHT: 185721
RIGHT: 185733
RIGHT: 185749
RIGHT: 185765
RIGHT: 185783
RIGHT: 185799
RIGHT: 185816
RIGHT: 185833
RIGHT: 185882
RIGHT: 185899
RIGHT: 185916
RIGHT: 185932
RIGHT: 185949
RIGHT: 185965
RIGHT: 185982
RIGHT: 185999
RIGHT: 186048
RIGHT: 186065
RIGHT: 186082
RIGHT: 186098
RIGHT: 186115
RIGHT: 186132
RIGHT: 186148
RIGHT: 186165
RIGHT: 186182
RIGHT: 186199
RIGHT: 186215
RIGHT: 186231
RIGHT: 186248
RIGHT: 186265
RIGHT: 186602
RIGHT: 186614
RIGHT: 186631
RIGHT: 186715
RIGHT: 186731
RIGHT: 186747
RIGHT: 186767
RIGHT: 189678
RIGHT: 189696
RIGHT: 189712
RIGHT: 189795
RIGHT: 189812
RIGHT: 189829
RIGHT: 189928
RIGHT: 189945
RIGHT: 189962
RIGHT: 189978
RIGHT: 189996
RIGHT: 190012
RIGHT: 190028
RIGHT: 190069
RIGHT: 190078
RIGHT: 190095
RIGHT: 190111
RIGHT: 190129
RIGHT: 190145
RIGHT: 190162
RIGHT: 190247
RIGHT: 190262
RIGHT: 190278
RIGHT: 190295
RIGHT: 190312
RIGHT: 190395
RIGHT: 190411
RIGHT: 190428
RIGHT: 190445
RIGHT: 192293
RIGHT: 192310
RIGHT: 192326
RIGHT: 192343
RIGHT: 192443
RIGHT: 192459
RIGHT: 192476
RIGHT: 192493
RIGHT: 192576
RIGHT: 192592
RIGHT: 192609
RIGHT: 192626
RIGHT: 192643
RIGHT: 192717
RIGHT: 192726
RIGHT: 192743
RIGHT: 192759
RIGHT: 192776
RIGHT: 193059
RIGHT: 193076
RIGHT: 193092
RIGHT: 193110
RIGHT: 193209
RIGHT: 193225
RIGHT: 193243
RIGHT: 193259
RIGHT: 193275
RIGHT: 193359
RIGHT: 193376
RIGHT: 193392
RIGHT: 193409
RIGHT: 193495
RIGHT: 193509
RIGHT: 193525
RIGHT: 193627
RIGHT: 193642
RIGHT: 193658
RIGHT: 193675
RIGHT: 193764
RIGHT: 193775
RIGHT: 193792
RIGHT: 193809
RIGHT: 193825
RIGHT: 193842
RIGHT: 193915
RIGHT: 193925
RIGHT: 193942
RIGHT: 193958
RIGHT: 193975
RIGHT: 193992
RIGHT: 194077
RIGHT: 194092
RIGHT: 194108
RIGHT: 194125
RIGHT: 194142
RIGHT: 194158
RIGHT: 194227
RIGHT: 194241
RIGHT: 194258
RIGHT: 194275
RIGHT: 194291
RIGHT: 194325
RIGHT: 194341
RIGHT: 194414
RIGHT: 194424
RIGHT: 194442
RIGHT: 194458
RIGHT: 194557
RIGHT: 194575
RIGHT: 194591
RIGHT: 194608
RIGHT: 194625
RIGHT: 194641
RIGHT: 194759
RIGHT: 194775
RIGHT: 194791
RIGHT: 194924
RIGHT: 194940
RIGHT: 194958
RIGHT: 194974
RIGHT: 194991
RIGHT: 196357
RIGHT: 196373
RIGHT: 196389
RIGHT: 196407
RIGHT: 196498
RIGHT: 196506
RIGHT: 196524
RIGHT: 196540
RIGHT: 196556
RIGHT: 196589
RIGHT: 196656
RIGHT: 196673
RIGHT: 196689
RIGHT: 196790
RIGHT: 196806
RIGHT: 196823
RIGHT: 196840
RIGHT: 196856
RIGHT: 196928
RIGHT: 196939
RIGHT: 196956
RIGHT: 196972
RIGHT: 196989
RIGHT: 197006
RIGHT: 197089
RIGHT: 197106
RIGHT: 197123
RIGHT: 197139
RIGHT: 197256
RIGHT: 197272
RIGHT: 197289
RIGHT: 197306
